"Year","State","Data Item","Price_CWT"
2012,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",139
2012,"PENNSYLVANIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",164
2012,"WASHINGTON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",177
2012,"WISCONSIN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",151
2013,"NEW YORK","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",203
2013,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",148
2013,"OHIO","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",209
2013,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",167
2013,"OTHER STATES","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",175
2013,"PENNSYLVANIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",223
2013,"WISCONSIN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",165
2014,"NEW YORK","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",235
2014,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",152
2014,"OHIO","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",193
2014,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",161
2014,"OTHER STATES","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",180
2014,"PENNSYLVANIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",160
2014,"WISCONSIN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",165
2015,"NEW YORK","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",254
2015,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",164
2015,"OHIO","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",170
2015,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",170
2015,"OTHER STATES","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",173
2015,"PENNSYLVANIA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",213
2015,"WISCONSIN","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",170
2016,"NEW YORK","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",235
2016,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",187
2016,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",108
2016,"OTHER STATES","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",0
2016,"WASHINGTON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",205
2017,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",168
2017,"OREGON","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",195
2017,"OTHER STATES","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",143
2018,"NORTH CAROLINA","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",171
2018,"OTHER STATES","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",212
2019,"OTHER STATES","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",130
2020,"OTHER STATES","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",111
2021,"OTHER STATES","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",143
2022,"OTHER STATES","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",135
2023,"OTHER STATES","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",142
2024,"OTHER STATES","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",143
